6.260 136.79 0.00202500 1.994e+01 0.002e+01 1.06e+02  0.01e+02 
6.285 140.45 0.00197500 1.898e+01 0.001e+01 1.275e+02 0.009e+02
6.300 142.69 0.00193000 1.811e+01 0.002e+01 1.40e+02  0.02e+02 
6.315 144.95 0.00190000 1.726e+01 0.002e+01 1.54e+02  0.02e+02 
6.330 147.25 0.00186500 1.616e+01 0.002e+01 1.78e+02  0.01e+02 
6.354 151.00 0.00182000 1.444e+01 0.003e+01 2.10e+02  0.02e+02 
6.365 152.75 0.00179000 1.324e+01 0.004e+01 2.28e+02  0.02e+02 
6.390 156.78 0.00173500 1.084e+01 0.003e+01 2.48e+02  0.03e+02 
6.423 162.25 0.00167500 7.85e+00  0.04e+00  2.34e+02  0.02e+02 
6.445 165.98 0.00163000 6.02e+00  0.03e+00  2.03e+02  0.01e+02
