6.025 141.98 0.00183300 1.743e+01 0.002e+01 1.34e+02 0.04e+02 
6.038 143.97 0.00180300 1.668e+01 0.003e+01 1.49e+02 0.02e+02
6.050 145.83 0.00177300 1.602e+01 0.006e+01 1.71e+02 0.03e+02
6.062 147.72 0.00174500 1.521e+01 0.006e+01 1.88e+02 0.04e+02
6.075 149.79 0.00172700 1.438e+01 0.008e+01 2.32e+02 0.08e+02
6.090 152.21 0.00168000 1.27e+01  0.01e+01  2.51e+02 0.06e+02 
6.105 154.67 0.00164700 1.128e+01 0.006e+01 2.73e+02 0.06e+02
6.120 157.17 0.00161500 9.8e+00   0.1e+00   2.83e+02 0.05e+02  
6.135 159.71 0.00158300 8.20e+00  0.09e+00  2.91e+02 0.03e+02 
6.150 162.28 0.00156000 6.80e+00  0.06e+00  2.79e+02 0.05e+02 
6.165 164.90 0.00152300 5.45e+00  0.06e+00  2.59e+02 0.06e+02 
6.175 166.66 0.00151000 4.89e+00  0.04e+00  2.38e+02 0.03e+02 
6.185 168.45 0.00148500 4.19e+00  0.04e+00  2.12e+02 0.03e+02 
6.195 170.25 0.00146700 3.71e+00  0.03e+00  1.95e+02 0.03e+02
