6.600 129.62 0.00137000 2.004e+01 0.003e+01 1.49e+02 0.02e+02
6.640 134.94 0.00132000 1.895e+01 0.005e+01 1.79e+02 0.03e+02
6.680 140.44 0.00126500 1.706e+01 0.006e+01 2.19e+02 0.02e+02
6.712 144.97 0.00122500 1.51e+01  0.01e+01  2.54e+02 0.04e+02
6.754 151.09 0.00117000 1.22e+01  0.01e+01  2.79e+02 0.05e+02
6.794 157.13 0.00112725 9.2e+00   0.2e+00   2.75e+02 0.03e+02
6.825 161.94 0.00108675 6.9e+00   0.1e+00   2.32e+02 0.03e+02
6.850 165.91 0.00105975 5.57e+00  0.06e+00  1.97e+02 0.02e+02
