6.600 129.62 0.00068500 1.802e+01 0.005e+01 3.12e+02 0.04e+02
6.640 134.94 0.00066000 1.641e+01 0.008e+01 3.72e+02 0.05e+02
6.680 140.44 0.00063250 1.400e+01 0.009e+01 4.49e+02 0.05e+02
6.712 144.97 0.00061250 1.15e+01  0.01e+01  5.01e+02 0.06e+02
6.733 148.00 0.00059950 9.7e+00   0.1e+00   4.93e+02 0.04e+02
6.754 151.09 0.00058500 8.27e+00  0.07e+00  4.74e+02 0.04e+02
