6.260 136.79 0.00202500 1.982e+01 0.005e+01 1.16e+02 0.02e+02
6.285 140.45 0.00197500 1.874e+01 0.005e+01 1.36e+02 0.02e+02
6.300 142.69 0.00193000 1.798e+01 0.007e+01 1.48e+02 0.03e+02
6.315 144.95 0.00190000 1.705e+01 0.005e+01 1.68e+02 0.04e+02
6.330 147.25 0.00186500 1.593e+01 0.008e+01 1.89e+02 0.03e+02
6.354 151.00 0.00182000 1.412e+01 0.007e+01 2.23e+02 0.04e+02
6.365 152.75 0.00179000 1.31e+01  0.01e+01  2.39e+02 0.04e+02
6.390 156.78 0.00173500 1.075e+01 0.009e+01 2.48e+02 0.03e+02
6.423 162.25 0.00167500 7.84e+00  0.08e+00  2.39e+02 0.03e+02
6.445 165.98 0.00163000 6.05e+00  0.07e+00  2.03e+02 0.02e+02
