6.600 129.62 0.00068500 1.860e+01 0.006e+01 2.44e+02 0.05e+02
6.640 134.94 0.00066000 1.701e+01 0.006e+01 2.94e+02 0.03e+02
6.680 140.44 0.00063250 1.472e+01 0.007e+01 3.73e+02 0.05e+02
6.712 144.97 0.00061250 1.22e+01  0.01e+01  4.55e+02 0.08e+02
6.733 148.00 0.00059950 1.05e+01  0.02e+01  4.76e+02 0.08e+02
6.754 151.09 0.00058500 8.36e+00  0.06e+00  4.64e+02 0.06e+02
6.794 157.13 0.00056362 5.6e+00   0.1e+00   3.76e+02 0.07e+02
6.825 161.94 0.00054338 3.85e+00  0.07e+00  2.80e+02 0.05e+02
6.850 165.91 0.00052987 2.95e+00  0.04e+00  2.18e+02 0.03e+02
