6.025 141.98 0.00137500 1.683e+01 0.004e+01 1.62e+02 0.03e+02
6.038 143.97 0.00135250 1.596e+01 0.005e+01 1.91e+02 0.04e+02
6.050 145.83 0.00133000 1.510e+01 0.009e+01 2.15e+02 0.05e+02
6.062 147.72 0.00130875 1.416e+01 0.006e+01 2.42e+02 0.03e+02
6.075 149.79 0.00129500 1.320e+01 0.006e+01 2.78e+02 0.08e+02
6.090 152.21 0.00126000 1.153e+01 0.004e+01 3.09e+02 0.04e+02
6.105 154.67 0.00123500 9.85e+00  0.08e+00  3.53e+02 0.07e+02
6.125 158.01 0.00120750 7.71e+00  0.07e+00  3.63e+02 0.04e+02
6.135 159.71 0.00118750 6.86e+00  0.07e+00  3.51e+02 0.04e+02
6.150 162.28 0.00117000 5.44e+00  0.07e+00  3.18e+02 0.03e+02
