6.025 141.98 0.00137500 1.636e+01 0.005e+01 2.01e+02 0.02e+02
6.038 143.97 0.00135250 1.566e+01 0.006e+01 2.29e+02 0.04e+02
6.050 145.83 0.00133000 1.479e+01 0.008e+01 2.46e+02 0.04e+02
6.062 147.72 0.00130875 1.379e+01 0.006e+01 2.76e+02 0.06e+02
6.075 149.79 0.00129500 1.256e+01 0.009e+01 3.23e+02 0.06e+02
6.090 152.21 0.00126000 1.10e+01  0.01e+01  3.52e+02 0.04e+02
6.105 154.67 0.00123500 9.49e+00  0.08e+00  3.72e+02 0.02e+02
6.125 158.01 0.00120750 7.44e+00  0.04e+00  3.63e+02 0.04e+02
6.135 159.71 0.00118750 6.71e+00  0.06e+00  3.50e+02 0.03e+02
6.150 162.28 0.00117000 5.34e+00  0.06e+00  3.13e+02 0.02e+02
