6.000 138.22 0.00284500 1.927e+01 0.006e+01 8.3e+01  0.5e+01 
6.025 141.98 0.00275000 1.820e+01 0.009e+01 1.03e+02 0.05e+02
6.038 143.97 0.00270500 1.777e+01 0.008e+01 1.13e+02 0.04e+02
6.050 145.83 0.00266000 1.72e+01  0.01e+01  1.25e+02 0.05e+02
6.062 147.72 0.00261750 1.658e+01 0.001e+01 1.41e+02 0.08e+02
6.075 149.79 0.00259000 1.575e+01 0.004e+01 1.58e+02 0.03e+02
6.090 152.21 0.00252000 1.440e+01 0.005e+01 1.74e+02 0.04e+02
6.100 153.85 0.00249500 1.360e+01 0.005e+01 1.88e+02 0.04e+02
6.120 157.17 0.00242250 1.169e+01 0.006e+01 2.12e+02 0.03e+02
6.125 158.01 0.00241500 1.12e+01  0.01e+01  2.28e+02 0.08e+02
6.150 162.28 0.00234000 8.92e+00  0.07e+00  2.26e+02 0.03e+02
6.165 164.90 0.00228500 7.42e+00  0.09e+00  2.12e+02 0.04e+02
6.175 166.66 0.00226500 6.72e+00  0.06e+00  2.03e+02 0.03e+02
6.185 168.45 0.00222750 5.85e+00  0.05e+00  1.84e+02 0.03e+02
6.195 170.25 0.00220000 5.20e+00  0.05e+00  1.74e+02 0.02e+02
