6.025 141.98 0.00550000 2.009e+01 0.003e+01 5.1e+01  0.1e+01 
6.038 143.97 0.00541000 1.975e+01 0.007e+01 5.9e+01  0.2e+01 
6.050 145.83 0.00532000 1.927e+01 0.004e+01 6.4e+01  0.2e+01 
6.062 147.72 0.00523500 1.882e+01 0.006e+01 7.0e+01  0.2e+01 
6.075 149.79 0.00518000 1.845e+01 0.003e+01 8.0e+01  0.1e+01 
6.090 152.21 0.00504000 1.74e+01  0.01e+01  8.8e+01  0.3e+01 
6.100 153.85 0.00499000 1.690e+01 0.005e+01 9.2e+01  0.2e+01 
6.120 157.17 0.00484500 1.53e+01  0.01e+01  1.09e+02 0.04e+02
6.125 158.01 0.00483000 1.519e+01 0.006e+01 1.12e+02 0.02e+02
6.150 162.28 0.00468000 1.305e+01 0.006e+01 1.29e+02 0.02e+02
6.165 164.90 0.00457000 1.144e+01 0.008e+01 1.35e+02 0.03e+02
6.175 166.66 0.00453000 1.080e+01 0.005e+01 1.34e+02 0.02e+02
6.185 168.45 0.00445500 9.8e+00   0.1e+00   1.32e+02 0.03e+02
6.195 170.25 0.00440000 8.90e+00  0.07e+00  1.31e+02 0.02e+02
